VOS_ID,Authors,Title,Selected by,Year,Citations,Source,Cluster,Links,Total link strength,Norm. citations,id,doi,title,display_name,relevance_score,publication_year,publication_date,language,type,type_crossref,indexed_in,countries_distinct_count,institutions_distinct_count,corresponding_author_ids,corresponding_institution_ids,apc_list,apc_paid,fwci,has_fulltext,cited_by_count,is_retracted,is_paratext,locations_count,best_oa_location,datasets,versions,referenced_works_count,referenced_works,related_works,ngrams_url,cited_by_api_url,updated_date,created_date,ids.openalex,ids.doi,ids.mag,primary_location.is_oa,primary_location.landing_page_url,primary_location.pdf_url,primary_location.source.id,primary_location.source.display_name,primary_location.source.issn_l,primary_location.source.issn,primary_location.source.is_oa,primary_location.source.is_in_doaj,primary_location.source.is_core,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.host_organization_lineage,primary_location.source.host_organization_lineage_names,primary_location.source.type,primary_location.license,primary_location.license_id,primary_location.version,primary_location.is_accepted,primary_location.is_published,open_access.is_oa,open_access.oa_status,open_access.oa_url,open_access.any_repository_has_fulltext,cited_by_percentile_year.min,cited_by_percentile_year.max,biblio.volume,biblio.issue,biblio.first_page,biblio.last_page,primary_topic.id,primary_topic.display_name,primary_topic.score,primary_topic.subfield.id,primary_topic.subfield.display_name,primary_topic.field.id,primary_topic.field.display_name,primary_topic.domain.id,primary_topic.domain.display_name,fulltext_origin,apc_list.value,apc_list.currency,apc_list.value_usd,apc_list.provenance,primary_location.source,apc_paid.value,apc_paid.currency,apc_paid.value_usd,apc_paid.provenance,best_oa_location.is_oa,best_oa_location.landing_page_url,best_oa_location.pdf_url,best_oa_location.source.id,best_oa_location.source.display_name,best_oa_location.source.issn_l,best_oa_location.source.issn,best_oa_location.source.is_oa,best_oa_location.source.is_in_doaj,best_oa_location.source.is_core,best_oa_location.source.host_organization,best_oa_location.source.host_organization_name,best_oa_location.source.host_organization_lineage,best_oa_location.source.host_organization_lineage_names,best_oa_location.source.type,best_oa_location.license,best_oa_location.license_id,best_oa_location.version,best_oa_location.is_accepted,best_oa_location.is_published,ids.pmid,ids.pmcid,best_oa_location.source,primary_topic,primary_location,abstract,authorships.author_position,authorships.institutions,authorships.countries,authorships.is_corresponding,authorships.raw_author_name,authorships.raw_affiliation_strings,authorships.affiliations,authorships.author.id,authorships.author.display_name,authorships.author.orcid,topics.id,topics.display_name,topics.score,topics.subfield.id,topics.subfield.display_name,topics.field.id,topics.field.display_name,topics.domain.id,topics.domain.display_name,keywords.id,keywords.display_name,keywords.score,concepts.id,concepts.wikidata,concepts.display_name,concepts.level,concepts.score,mesh.descriptor_ui,mesh.descriptor_name,mesh.qualifier_ui,mesh.qualifier_name,mesh.is_major_topic,locations.is_oa,locations.landing_page_url,locations.pdf_url,locations.license,locations.license_id,locations.version,locations.is_accepted,locations.is_published,locations.source.id,locations.source.display_name,locations.source.issn_l,locations.source.issn,locations.source.is_oa,locations.source.is_in_doaj,locations.source.is_core,locations.source.host_organization,locations.source.host_organization_name,locations.source.host_organization_lineage,locations.source.host_organization_lineage_names,locations.source.type,locations.source,sustainable_development_goals.id,sustainable_development_goals.display_name,sustainable_development_goals.score,grants.funder,grants.funder_display_name,grants.award_id,counts_by_year.year,counts_by_year.cited_by_count
204,"['Juan B. García Martínez', ' Joshua M. Pearce', ' James Throup', ' Jacob Cates', ' Maximilian Lackner', ' David Denkenberger']",Methane Single Cell Protein: Potential To Secure A Global Protein Supply Against Catastrophic Food Shocks,Total link strength,2022,17.0,Frontiers in bioengineering and biotechnology,4,83.0,69.0,6.7,https://openalex.org/W4287146880,https://doi.org/10.3389/fbioe.2022.906704,Methane Single Cell Protein: Potential to Secure a Global Protein Supply Against Catastrophic Food Shocks,Methane Single Cell Protein: Potential To Secure A Global Protein Supply Against Catastrophic Food Shocks,3.9923244,2022.0,2022-07-25,en,article,journal-article,crossref|doaj|pubmed,3.0,3.0,,,,,1.458,True,17.0,False,False,4.0,,,,79.0,https://openalex.org/W1490594981|https://openalex.org/W1517854909|https://openalex.org/W1565903698|https://openalex.org/W1955097056|https://openalex.org/W1965270811|https://openalex.org/W1996005609|https://openalex.org/W1998525562|https://openalex.org/W2002317735|https://openalex.org/W2023103050|https://openalex.org/W2046975954|https://openalex.org/W2048450238|https://openalex.org/W2048646554|https://openalex.org/W2088826553|https://openalex.org/W2094450677|https://openalex.org/W2142984058|https://openalex.org/W2184310184|https://openalex.org/W2207299642|https://openalex.org/W2407298947|https://openalex.org/W2474248447|https://openalex.org/W2476989396|https://openalex.org/W2491088956|https://openalex.org/W2521960940|https://openalex.org/W2527261963|https://openalex.org/W2527814163|https://openalex.org/W2555614390|https://openalex.org/W2569441439|https://openalex.org/W2582205906|https://openalex.org/W2761102732|https://openalex.org/W2763176525|https://openalex.org/W2801692038|https://openalex.org/W2808887436|https://openalex.org/W2808916046|https://openalex.org/W2886014397|https://openalex.org/W2888073637|https://openalex.org/W2898346743|https://openalex.org/W2928278714|https://openalex.org/W2936332659|https://openalex.org/W2942148074|https://openalex.org/W2953533956|https://openalex.org/W2964318762|https://openalex.org/W2977816875|https://openalex.org/W2989775378|https://openalex.org/W2996457321|https://openalex.org/W3000969398|https://openalex.org/W3002518526|https://openalex.org/W3011811236|https://openalex.org/W3013060274|https://openalex.org/W3013313861|https://openalex.org/W3014409942|https://openalex.org/W3016410717|https://openalex.org/W3018003095|https://openalex.org/W3018761046|https://openalex.org/W3021059791|https://openalex.org/W3037448539|https://openalex.org/W3038027228|https://openalex.org/W3042080431|https://openalex.org/W3043009614|https://openalex.org/W3044846593|https://openalex.org/W3046580388|https://openalex.org/W3082679283|https://openalex.org/W3084170426|https://openalex.org/W3111994253|https://openalex.org/W3131641656|https://openalex.org/W3161338344|https://openalex.org/W3170679100|https://openalex.org/W3173516350|https://openalex.org/W3175671006|https://openalex.org/W3194318557|https://openalex.org/W3196337323|https://openalex.org/W3199145864|https://openalex.org/W3207938317|https://openalex.org/W3209621992|https://openalex.org/W4205737609|https://openalex.org/W4206708841|https://openalex.org/W4206918172|https://openalex.org/W4226321958|https://openalex.org/W4240922695|https://openalex.org/W4300713618|https://openalex.org/W601605301,https://openalex.org/W4254645975|https://openalex.org/W3123416775|https://openalex.org/W2907326256|https://openalex.org/W2611004492|https://openalex.org/W2320243538|https://openalex.org/W2273196251|https://openalex.org/W2187723443|https://openalex.org/W2178008939|https://openalex.org/W2094288906|https://openalex.org/W2088170323,https://api.openalex.org/works/W4287146880/ngrams,https://api.openalex.org/works?filter=cites:W4287146880,2024-06-29T11:01:12.894415,2022-07-25,https://openalex.org/W4287146880,https://doi.org/10.3389/fbioe.2022.906704,,True,https://doi.org/10.3389/fbioe.2022.906704,https://www.frontiersin.org/articles/10.3389/fbioe.2022.906704/pdf,https://openalex.org/S2595131146,Frontiers in bioengineering and biotechnology,2296-4185,2296-4185,True,True,True,https://openalex.org/P4310320527,Frontiers Media,https://openalex.org/P4310320527,Frontiers Media,journal,cc-by,https://openalex.org/licenses/cc-by,publishedVersion,True,True,True,gold,https://www.frontiersin.org/articles/10.3389/fbioe.2022.906704/pdf,True,96.0,97.0,10.0,,,,https://openalex.org/T12639,Global Energy Transition and Fossil Fuel Depletion,0.9949,https://openalex.org/subfields/2105,"Renewable Energy, Sustainability and the Environment",https://openalex.org/fields/21,Energy,https://openalex.org/domains/3,Physical Sciences,pdf,2950.0,USD,2950.0,doaj,,2950.0,USD,2950.0,doaj,True,https://doi.org/10.3389/fbioe.2022.906704,https://www.frontiersin.org/articles/10.3389/fbioe.2022.906704/pdf,https://openalex.org/S2595131146,Frontiers in bioengineering and biotechnology,2296-4185,2296-4185,True,True,True,https://openalex.org/P4310320527,Frontiers Media,https://openalex.org/P4310320527,Frontiers Media,journal,cc-by,https://openalex.org/licenses/cc-by,publishedVersion,True,True,https://pubmed.ncbi.nlm.nih.gov/35957636,,,,,"Global catastrophes such as a supervolcanic eruption, asteroid impact, or nuclear winter could cause global agricultural collapse due to reduced sunlight reaching the Earth's surface. The human civilization's food production system is unprepared to respond to such events, but methane single cell protein (SCP) could be a key part of the solution. Current preparedness centers around food stockpiling, an excessively expensive solution given that an abrupt sunlight reduction scenario (ASRS) could hamper conventional agriculture for 5-10 years. Instead, it is more cost-effective to consider resilient food production techniques requiring little to no sunlight. This study analyses the potential of SCP produced from methane (natural gas and biogas) as a resilient food source for global catastrophic food shocks from ASRS. The following are quantified: global production potential of methane SCP, capital costs, material and energy requirements, ramp-up rates, and retail prices. In addition, potential bottlenecks for fast deployment are considered. While providing a more valuable, protein-rich product than its alternatives, the production capacity could be slower to ramp up. Based on 24/7 construction of facilities, 7%-11% of the global protein requirements could be fulfilled at the end of the first year. Despite significant remaining uncertainties, methane SCP shows significant potential to prevent global protein starvation during an ASRS at an affordable price-US$3-5/kg dry.",first|middle|middle|middle|middle|last,"||||{'id': 'https://openalex.org/I4210115705', 'display_name': 'Innovacell Biotechnologie (Austria)', 'ror': 'https://ror.org/02mkrd102', 'country_code': 'AT', 'type': 'company', 'lineage': ['https://openalex.org/I4210115705']}|{'id': 'https://openalex.org/I121760703', 'display_name': 'University of Applied Sciences Technikum Wien', 'ror': 'https://ror.org/04jsx0x49', 'country_code': 'AT', 'type': 'education', 'lineage': ['https://openalex.org/I121760703']}|{'id': 'https://openalex.org/I141472210', 'display_name': 'University of Alaska Fairbanks', 'ror': 'https://ror.org/01j7nq853', 'country_code': 'US', 'type': 'education', 'lineage': ['https://openalex.org/I141472210']}",US|CA|US|US|AT|US,False|False|False|False|False|False,Juan B. García Martínez|Joshua M. Pearce|James Throup|Jacob Cates|Maximilian Lackner|David C. Denkenberger,"Alliance to Feed the Earth in Disasters (ALLFED), United States|Department of Electrical and Computer Engineering, Canada|Alliance to Feed the Earth in Disasters (ALLFED), United States|Alliance to Feed the Earth in Disasters (ALLFED), United States|Circe Biotechnologie GmbH, Austria|FH Technikum Wien, Austria|Alliance to Feed the Earth in Disasters (ALLFED), United States|University of Alaska Fairbanks (Mechanical Engineering and Alaska Center for Energy and Power), United States","{'raw_affiliation_string': 'Alliance to Feed the Earth in Disasters (ALLFED), United States', 'institution_ids': []}|{'raw_affiliation_string': 'Department of Electrical and Computer Engineering, Canada', 'institution_ids': []}|{'raw_affiliation_string': 'Alliance to Feed the Earth in Disasters (ALLFED), United States', 'institution_ids': []}|{'raw_affiliation_string': 'Alliance to Feed the Earth in Disasters (ALLFED), United States', 'institution_ids': []}|{'raw_affiliation_string': 'Circe Biotechnologie GmbH, Austria', 'institution_ids': ['https://openalex.org/I4210115705']}|{'raw_affiliation_string': 'FH Technikum Wien, Austria', 'institution_ids': ['https://openalex.org/I121760703']}|{'raw_affiliation_string': 'Alliance to Feed the Earth in Disasters (ALLFED), United States', 'institution_ids': []}|{'raw_affiliation_string': 'University of Alaska Fairbanks (Mechanical Engineering and Alaska Center for Energy and Power), United States', 'institution_ids': ['https://openalex.org/I141472210']}",https://openalex.org/A5022846287|https://openalex.org/A5064793135|https://openalex.org/A5043020871|https://openalex.org/A5091221904|https://openalex.org/A5045794499|https://openalex.org/A5076268002,Juan B. García Martínez|Joshua M. Pearce|James Throup|Jacob Cates|Maximilian Lackner|David Denkenberger,None|https://orcid.org/0000-0001-9802-3056|None|None|None|https://orcid.org/0000-0002-6773-6405,https://openalex.org/T12639|https://openalex.org/T12788|https://openalex.org/T12615,Global Energy Transition and Fossil Fuel Depletion|Search for Extraterrestrial Life and Intelligence|Geoengineering and Climate Ethics,0.9949|0.9764|0.9734,https://openalex.org/subfields/2105|https://openalex.org/subfields/3103|https://openalex.org/subfields/2306,"Renewable Energy, Sustainability and the Environment|Astronomy and Astrophysics|Global and Planetary Change",https://openalex.org/fields/21|https://openalex.org/fields/31|https://openalex.org/fields/23,Energy|Physics and Astronomy|Environmental Science,https://openalex.org/domains/3|https://openalex.org/domains/3|https://openalex.org/domains/3,Physical Sciences|Physical Sciences|Physical Sciences,https://openalex.org/keywords/solar-radiation-management,Solar Radiation Management,0.474173,https://openalex.org/C549605437|https://openalex.org/C39432304|https://openalex.org/C516920438|https://openalex.org/C175605778|https://openalex.org/C2777042776|https://openalex.org/C2778348673|https://openalex.org/C118518473|https://openalex.org/C144133560|https://openalex.org/C88199923|https://openalex.org/C185592680|https://openalex.org/C31903555|https://openalex.org/C86803240|https://openalex.org/C18903297|https://openalex.org/C162324750|https://openalex.org/C187736073|https://openalex.org/C139719470,https://www.wikidata.org/wiki/Q1229911|https://www.wikidata.org/wiki/Q188847|https://www.wikidata.org/wiki/Q37129|https://www.wikidata.org/wiki/Q3299701|https://www.wikidata.org/wiki/Q4583103|https://www.wikidata.org/wiki/Q739302|https://www.wikidata.org/wiki/Q11451|https://www.wikidata.org/wiki/Q4830453|https://www.wikidata.org/wiki/Q627371|https://www.wikidata.org/wiki/Q2329|https://www.wikidata.org/wiki/Q1637030|https://www.wikidata.org/wiki/Q420|https://www.wikidata.org/wiki/Q7150|https://www.wikidata.org/wiki/Q8134|https://www.wikidata.org/wiki/Q2920921|https://www.wikidata.org/wiki/Q39680,Food security|Environmental science|Methane|Natural resource economics|Preparedness|Production (economics)|Agriculture|Business|Food processing|Chemistry|Food science|Biology|Ecology|Economics|Management|Macroeconomics,3|0|2|1|2|2|2|0|2|0|1|0|1|0|1|1,0.63963515|0.6001593|0.54975533|0.47125438|0.4545471|0.4341176|0.41946563|0.41531077|0.41455093|0.19619289|0.18399021|0.162438|0.14831343|0.14106217|0.0|0.0,,,,,,True|False|True|False,https://doi.org/10.3389/fbioe.2022.906704|https://doaj.org/article/fcca60896f03419ba5df95a684eb383e|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9358032|https://pubmed.ncbi.nlm.nih.gov/35957636,https://www.frontiersin.org/articles/10.3389/fbioe.2022.906704/pdf|None|None|None,cc-by|None|None|None,https://openalex.org/licenses/cc-by|None|None|None,publishedVersion|None|acceptedVersion|None,True|False|True|False,True|False|False|False,https://openalex.org/S2595131146|https://openalex.org/S4306401280|https://openalex.org/S2764455111|https://openalex.org/S4306525036,Frontiers in bioengineering and biotechnology|DOAJ (DOAJ: Directory of Open Access Journals)|PubMed Central|PubMed,2296-4185|None|None|None,2296-4185|None|None|None,True|True|True|False,True|False|False|False,True|False|False|False,https://openalex.org/P4310320527|None|https://openalex.org/I1299303238|https://openalex.org/I1299303238,Frontiers Media|None|National Institutes of Health|National Institutes of Health,https://openalex.org/P4310320527||https://openalex.org/I1299303238|https://openalex.org/I1299303238,Frontiers Media||National Institutes of Health|National Institutes of Health,journal|repository|repository|repository,nan|nan|nan|nan,https://metadata.un.org/sdg/2,Zero hunger,0.68,,,,2024|2023|2022,7|9|1
67,"['Juan B. García Martínez', ' Joshua M. Pearce', ' Jacob Cates', ' David Denkenberger']",Methane Single Cell Protein: Securing Protein Supply During Global Food Catastrophes,Total link strength,2020,7.0,,4,121.0,66.0,0.6364,https://openalex.org/W4256555916,https://doi.org/10.31219/osf.io/94mkg,Methane Single Cell Protein: securing protein supply during global food catastrophes,Methane Single Cell Protein: Securing Protein Supply During Global Food Catastrophes,24.220142,2020.0,2020-10-29,en,preprint,posted-content,crossref,3.0,2.0,,,,,0.357,True,7.0,False,False,2.0,,,,70.0,https://openalex.org/W1490594981|https://openalex.org/W1517854909|https://openalex.org/W1565903698|https://openalex.org/W1579312372|https://openalex.org/W1955097056|https://openalex.org/W1965270811|https://openalex.org/W1996005609|https://openalex.org/W2002317735|https://openalex.org/W2023103050|https://openalex.org/W2048450238|https://openalex.org/W2094450677|https://openalex.org/W2142984058|https://openalex.org/W2184310184|https://openalex.org/W2207299642|https://openalex.org/W2474248447|https://openalex.org/W2476989396|https://openalex.org/W2491088956|https://openalex.org/W2527261963|https://openalex.org/W2527814163|https://openalex.org/W2555614390|https://openalex.org/W2569441439|https://openalex.org/W2582205906|https://openalex.org/W2595956804|https://openalex.org/W2597972779|https://openalex.org/W2736498356|https://openalex.org/W2763176525|https://openalex.org/W2801692038|https://openalex.org/W2808631946|https://openalex.org/W2808916046|https://openalex.org/W2886014397|https://openalex.org/W2888073637|https://openalex.org/W2898346743|https://openalex.org/W2928278714|https://openalex.org/W2936332659|https://openalex.org/W2942148074|https://openalex.org/W2964318762|https://openalex.org/W2977816875|https://openalex.org/W2996457321|https://openalex.org/W3000969398|https://openalex.org/W3013313861|https://openalex.org/W3014409942|https://openalex.org/W3016410717|https://openalex.org/W3018003095|https://openalex.org/W3018761046|https://openalex.org/W3021059791|https://openalex.org/W3037448539|https://openalex.org/W3038027228|https://openalex.org/W3042080431|https://openalex.org/W3043009614|https://openalex.org/W3044846593|https://openalex.org/W3046580388|https://openalex.org/W3082679283|https://openalex.org/W3084170426|https://openalex.org/W3093251690|https://openalex.org/W3105786976|https://openalex.org/W3111994253|https://openalex.org/W3131641656|https://openalex.org/W3141689185|https://openalex.org/W3161338344|https://openalex.org/W3170679100|https://openalex.org/W3173516350|https://openalex.org/W3199145864|https://openalex.org/W3207938317|https://openalex.org/W4205737609|https://openalex.org/W4206708841|https://openalex.org/W4206918172|https://openalex.org/W4296765131|https://openalex.org/W4300713618|https://openalex.org/W4319167170|https://openalex.org/W601605301,https://openalex.org/W4390704578|https://openalex.org/W4254645975|https://openalex.org/W3036854282|https://openalex.org/W2907326256|https://openalex.org/W2611004492|https://openalex.org/W2407817972|https://openalex.org/W2273196251|https://openalex.org/W2187723443|https://openalex.org/W2088170323|https://openalex.org/W191093913,https://api.openalex.org/works/W4256555916/ngrams,https://api.openalex.org/works?filter=cites:W4256555916,2024-06-28T15:06:50.498224,2022-05-12,https://openalex.org/W4256555916,https://doi.org/10.31219/osf.io/94mkg,,False,https://doi.org/10.31219/osf.io/94mkg,,,,,,,,,,,,,,,,submittedVersion,False,False,True,green,https://osf.io/94mkg/download,True,85.0,86.0,,,,,https://openalex.org/T12639,Global Energy Transition and Fossil Fuel Depletion,0.9656,https://openalex.org/subfields/2105,"Renewable Energy, Sustainability and the Environment",https://openalex.org/fields/21,Energy,https://openalex.org/domains/3,Physical Sciences,pdf,,,,,,,,,,True,https://osf.io/94mkg/,https://osf.io/94mkg/download,https://openalex.org/S4306401127,OSF Preprints (OSF Preprints),,,True,False,False,https://openalex.org/I2799848540,Center for Open Science,https://openalex.org/I2799848540,Center for Open Science,repository,,,submittedVersion,False,False,,,,,,"A catastrophe such as supervolcanic eruption, asteroid impact or nuclear winter could reduce global food production by 10% or more. Human civilization’s food production system is unprepared to respond to such an event, and current preparedness centers around food stockpiles, an excessively expensive solution given that a global catastrophic risk (GCR) scenario could hamper conventional agriculture for 5 to 10 years. Instead, it is more cost-effective to consider alternative food production techniques requiring little to no sunlight.This study analyses the potential of single-cell protein (SCP) produced from methane (natural gas) as an alternative food source in the case of a catastrophe that considerably blocked sunlight, the most severe food shock scenario. To determine its viability, the following are quantified: global production potential of methane SCP, capital costs, material and energy requirements, ramp-up rates and retail prices. In addition, potential bottlenecks to fast deployment are considered.While providing a higher quality of protein than other alternatives, the production capacity would be slower to ramp up. Based on 24/7 construction of facilities, 7-11% of global protein requirements could be fulfilled at the end of the first year. Results suggest that investment in production ramp up should aim to meet no more than humanity’s minimum protein requirements. Uncertainty remains around the transferability of labor and equipment production, among other key areas. Research on these questions could help reduce the negative impact of potential food-related GCRs.",first|middle|middle|last,"{'id': 'https://openalex.org/I125749732', 'display_name': 'Western University', 'ror': 'https://ror.org/02grkyz14', 'country_code': 'CA', 'type': 'education', 'lineage': ['https://openalex.org/I125749732']}|{'id': 'https://openalex.org/I125749732', 'display_name': 'Western University', 'ror': 'https://ror.org/02grkyz14', 'country_code': 'CA', 'type': 'education', 'lineage': ['https://openalex.org/I125749732']}||{'id': 'https://openalex.org/I121760703', 'display_name': 'University of Applied Sciences Technikum Wien', 'ror': 'https://ror.org/04jsx0x49', 'country_code': 'AT', 'type': 'education', 'lineage': ['https://openalex.org/I121760703']}",CA|CA|US|AT,False|False|False|False,Juan Bartolomé García Martínez|Joshua M. Pearce|Jacob Cates|David Denkenberger,"Department of Electrical & Computer Engineering, Western University, London, ON, Canada|Department of Electrical & Computer Engineering, Western University, London, ON, Canada|A Alliance to Feed the Earth in Disasters (ALLFED), Fairbanks, AK, USA.|FH Technikum Wien, Höchstädtplatz 6, 1200 Wien, Austria","{'raw_affiliation_string': 'Department of Electrical & Computer Engineering, Western University, London, ON, Canada', 'institution_ids': ['https://openalex.org/I125749732']}|{'raw_affiliation_string': 'Department of Electrical & Computer Engineering, Western University, London, ON, Canada', 'institution_ids': ['https://openalex.org/I125749732']}|{'raw_affiliation_string': 'A Alliance to Feed the Earth in Disasters (ALLFED), Fairbanks, AK, USA.', 'institution_ids': []}|{'raw_affiliation_string': 'FH Technikum Wien, Höchstädtplatz 6, 1200 Wien, Austria', 'institution_ids': ['https://openalex.org/I121760703']}",https://openalex.org/A5037266728|https://openalex.org/A5064793135|https://openalex.org/A5091221904|https://openalex.org/A5076268002,Juan B. García Martínez|Joshua M. Pearce|Jacob Cates|David Denkenberger,https://orcid.org/0000-0002-8761-7470|https://orcid.org/0000-0001-9802-3056|None|https://orcid.org/0000-0002-6773-6405,https://openalex.org/T12639|https://openalex.org/T12788,Global Energy Transition and Fossil Fuel Depletion|Search for Extraterrestrial Life and Intelligence,0.9656|0.9553,https://openalex.org/subfields/2105|https://openalex.org/subfields/3103,"Renewable Energy, Sustainability and the Environment|Astronomy and Astrophysics",https://openalex.org/fields/21|https://openalex.org/fields/31,Energy|Physics and Astronomy,https://openalex.org/domains/3|https://openalex.org/domains/3,Physical Sciences|Physical Sciences,https://openalex.org/keywords/sustainability,Sustainability,0.459103,https://openalex.org/C549605437|https://openalex.org/C2778348673|https://openalex.org/C175605778|https://openalex.org/C88199923|https://openalex.org/C144133560|https://openalex.org/C2777042776|https://openalex.org/C39432304|https://openalex.org/C27548731|https://openalex.org/C516717267|https://openalex.org/C134560507|https://openalex.org/C166566181|https://openalex.org/C112930515|https://openalex.org/C107826830|https://openalex.org/C118518473|https://openalex.org/C162324750|https://openalex.org/C31903555|https://openalex.org/C18903297|https://openalex.org/C86803240|https://openalex.org/C205649164|https://openalex.org/C153294291|https://openalex.org/C187736073|https://openalex.org/C94625758|https://openalex.org/C17744445|https://openalex.org/C199539241|https://openalex.org/C139719470,https://www.wikidata.org/wiki/Q1229911|https://www.wikidata.org/wiki/Q739302|https://www.wikidata.org/wiki/Q3299701|https://www.wikidata.org/wiki/Q627371|https://www.wikidata.org/wiki/Q4830453|https://www.wikidata.org/wiki/Q4583103|https://www.wikidata.org/wiki/Q188847|https://www.wikidata.org/wiki/Q88272|https://www.wikidata.org/wiki/Q909821|https://www.wikidata.org/wiki/Q753291|https://www.wikidata.org/wiki/Q8065|https://www.wikidata.org/wiki/Q4389547|https://www.wikidata.org/wiki/Q929380|https://www.wikidata.org/wiki/Q11451|https://www.wikidata.org/wiki/Q8134|https://www.wikidata.org/wiki/Q1637030|https://www.wikidata.org/wiki/Q7150|https://www.wikidata.org/wiki/Q420|https://www.wikidata.org/wiki/Q1071|https://www.wikidata.org/wiki/Q25261|https://www.wikidata.org/wiki/Q2920921|https://www.wikidata.org/wiki/Q7163|https://www.wikidata.org/wiki/Q36442|https://www.wikidata.org/wiki/Q7748|https://www.wikidata.org/wiki/Q39680,Food security|Production (economics)|Natural resource economics|Food processing|Business|Preparedness|Environmental science|Investment (military)|Food safety|Environmental economics|Natural disaster|Risk analysis (engineering)|Environmental resource management|Agriculture|Economics|Food science|Ecology|Biology|Geography|Meteorology|Management|Politics|Political science|Law|Macroeconomics,3|2|1|2|0|2|0|3|2|1|2|1|1|2|0|1|1|0|0|1|1|2|0|1|1,0.61234295|0.5737614|0.56102103|0.5114209|0.5060989|0.47903362|0.45886064|0.45008415|0.43651742|0.42495537|0.41639823|0.4121045|0.3467744|0.27674377|0.21169838|0.14140701|0.13550165|0.12513855|0.12065768|0.107269764|0.0|0.0|0.0|0.0|0.0,,,,,,False|True,https://doi.org/10.31219/osf.io/94mkg|https://osf.io/94mkg/,None|https://osf.io/94mkg/download,None|None,None|None,submittedVersion|submittedVersion,False|False,False|False,nan|https://openalex.org/S4306401127,nan|OSF Preprints (OSF Preprints),nan|None,nan|None,nan|True,nan|False,nan|False,nan|https://openalex.org/I2799848540,nan|Center for Open Science,nan|https://openalex.org/I2799848540,nan|Center for Open Science,nan|repository,nan|nan,https://metadata.un.org/sdg/2,Zero hunger,0.65,,,,2023|2022|2021,1|4|2
